show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Step by Step,6,3,14,Read All About It,1994-01-14,"While leading a children's reading class at the library, Cody realizes one boy is terrified to read aloud. When Frank learns he made less money than Carol last year, he gets a humiliating second job."
Step by Step,6,3,15,Thirteen with a Bullet,1994-01-28,"During his thirteenth birthday party, Mark falls in love with a pretty girl but is soon heartbroken when she rejects his gift of flowers."
Step by Step,6,3,16,My Bodyguard,1994-02-04,"When Cody predicts that Dana will be attacked by a man dressed in a dark suit, he secretly follows her to an important interview with the Dean of Admissions at a big Chicago college."
Step by Step,6,3,17,Pretty Woman,1994-02-18,Karen is jealous when Al is chosen to be the new model for a company that makes fashion jeans for women. Cody experiences the return of a 'good-luck curse.'
Step by Step,6,3,18,Nightmare Weekend,1994-02-25,"Frank takes Carol to a romantic lodge, and belatedly remembers that he took his former girlfriend there. The Lambert and Foster children watch a grisly horror video and take turns scaring each other."
Step by Step,6,3,19,Birth of a Salesman,1994-03-11,Frank and Carol worry that J.T. will never pursue a college education after earning his first commission as a used car salesman.
Step by Step,6,3,20,Feeling Forty,1994-03-25,"Carol buys some new diet pills to help her lose weight and look younger. Unfortunately, she becomes addicted to them. Cody meets Abraham Lincoln's ghost."
Step by Step,6,3,21,The Case of the Missing Diary,1994-04-29,"When Karen accuses one of her siblings of stealing her diary, Cody writes a story about it in the style of a 1940s film-noire detective mystery."
Step by Step,6,3,22,Great Expectations,1994-05-06,Cody reluctantly becomes a senior vice president in his father's real estate company. Carol unknowingly arranges a date for Dana and Karen with two boys who resemble Beavis and Butt-Head.
Step by Step,6,3,23,Prom Night,1994-05-20,"After Dana teases J.T. about the 13-year-old girl he was tricked into taking to the senior prom, her own date deserts her."
Step by Step,6,4,1,Karate Kid,1994-09-23,Cody trains Mark for a karate match and fights a bully. Frank installs an intercom to prevent his family from yelling at home.
Step by Step,6,4,2,College Bound,1994-09-30,Dana is upset when she must attend a community college with Cody rather than go to Harvard. J.T. gets his first credit card and goes on a spending spree.
Step by Step,6,4,3,Animal House,1994-10-07,"Karen is harassed by Cody's fraternity brothers. Brendan takes up the trumpet, annoying his family."
Step by Step,6,4,4,Spoiled Sport,1994-10-14,Carol is offered the sports broadcaster job that Frank wanted. The kids fight over food.
Step by Step,6,4,5,Revenge of the Nerd,1994-10-21,Karen dates a social outcast in an attempt to be voted homecoming queen at school. Cody gets amnesia when he's struck by lightning.
Step by Step,6,4,6,Something Wild,1994-10-28,Mark gets in trouble when he gets involved with a wild girl from school. Frank and Carol host a Halloween party. Cody makes the Guinness Book of World Records with the help of a pumpkin.
Step by Step,6,4,7,Growing Up is Hard to Do,1994-11-04,Carol thinks she may be pregnant. Dana and Cody compete in college with surprising results. Al goes out on her first real date with a boy.
Step by Step,6,4,8,Beyond Therapy,1994-11-11,"Carol and Frank announce to the family that they're going to have a baby. When everyone gets upset, Carol insists the family see a therapist."
Step by Step,6,4,9,The Ice Cream Man Cometh,1994-11-18,Cody tries to stop a former friend from committing suicide and ends up falling out of a plane. Frank and Carol talk about adding another room to the house for the new baby.
Step by Step,6,4,10,Letting Go,1994-11-25,Frank and Carol humiliate Al by spying on her during a date with a new boy. Dana develops an allergic reaction towards Cody.
Step by Step,6,4,11,Make Room for Daddy,1994-12-09,"Frank gets worried that Carol will give all her love and attention to the new baby. Mark meets a girl he's been communicating with via computer. Karen, Dana and Al have a 'girls' night' together."
Step by Step,6,4,12,I'll Be Home for Christmas,1994-12-16,"On Christmas, J.T.'s ski trip plans go awry, and crotchety Aunt Edna annoys everybody, until the whole family learns a lesson about relationships."
Step by Step,6,4,13,Can't Buy Me Love,1995-01-06,J.T. lies about being wealthy to a pretty girl. Carol insists that Frank accompany her to the gynecologist.
Step by Step,6,4,14,Thirtysomething,1995-01-20,Dana dates an older man and learns a valuable lesson. Carol craves all sorts of strange foods.
Step by Step,6,4,15,The Honeymoon is Over,1995-02-03,"J.T. advises Mark on how to handle women, with disastrous results. Carol buys Frank an unusual birthday present."
Step by Step,6,4,16,"One Truck, Al Dente",1995-02-10,Al and J.T. try to hide the dent they put in Frank's truck. Carol and Frank attend an infant care class with disastrous results for Frank.
Step by Step,6,4,17,Head of the Class,1995-02-17,"Cody and Dana enter their tutoring students in a local television game show. Everyone tries to help Carol with the housework, with mixed results."
Step by Step,6,4,18,Back to School,1995-03-03,J.T. finds out why he was always a poor student. Carol and Frank apply to a prestigious preschool for their as-yet--unborn child.
Step by Step,6,4,19,She Came in Through the Bedroom Window,1995-03-17,Carol thinks Frank is having a love affair with a former girlfriend. Cody tries not to say 'dude.'
Step by Step,6,4,20,Indecent Proposal,1995-03-31,"J.T. has the chance of a lifetime when his sexy college professor is interested in more than his mind. Cody sleepwalks, acting like a 5-year-old."
Step by Step,6,4,21,"Where Have You Gone, Joe DiMaggio?",1995-04-28,"Brendan finds out his baseball hero is not such a great guy and Harmon Killebrew comes to the rescue. Frank and J.T. learns what it's like to be pregnant, the hard way."
Step by Step,6,4,22,Adventures in Babysitting,1995-05-05,"Al and J.T. form a babysitting service, but when they try to care for 30 wild children, it's more than they can handle."
Step by Step,6,4,23,Big Girl on Campus,1995-05-12,Al goes to a college fraternity party and impresses everybody with her maturity. But a devious guy almost ruins her big night.
Step by Step,6,4,24,A Foster/Lambert Production,1995-05-19,"Carol begins to give birth, prompting the children to reminisce on their times together."
Step by Step,6,5,1,Little Sister Don'tcha,1995-09-22,"J.T. is excited about his double date with his pal and two girls, until he finds out who his pal's date is."
Step by Step,6,5,2,Three Girls and a Baby,1995-09-29,The girls care for the new baby while Frank and Carol go on a romantic date. But everyone's evening is filled with surprises.
Step by Step,6,5,3,Party Animal,1995-10-13,Dana goes wild when she moves into her own place to live. J.T. and Mark think their new neighbor is a criminal.
Step by Step,6,5,4,Midnight Caller,1995-10-20,Dana and J.T. get overly involved when they answer a call for a telephone counseling service.
Step by Step,6,5,5,Maid to Order,1995-10-27,J.T. hires a beautiful model to clean the house. Carol exposes her competitive nature when Karen competes to be head cheerleader.
Step by Step,6,5,6,Don't Ask,1995-11-03,Frank and Carol are overwhelmed by caring for everyone. Karen might get her big chance as a singer. Cody receives a surprise when he orders from a Russian mail-order catalogue.
Step by Step,6,5,7,"Hello, Mister Chips",1995-11-10,Chaos ensues when Al takes her boss's chimpanzee home. J.T. tries to use Mark's newfound talent to swindle a pool hustler.
Step by Step,6,5,8,Roadie,1995-11-17,Cody could leave town to tour with a rock star. Frank becomes obsessed with the kids' car.
Step by Step,6,5,9,The Wall,1995-11-24,"Dana's feminist organization attracts a surprising new member, Cody. Mark is dateless for the school dance."
Step by Step,6,5,10,Baby Come Back,1995-12-01,J.T. and Al audition Lilly to represent a baby food company. Frank annoys Carol at her beauty products convention.
Step by Step,6,5,11,The Fight Before Christmas,1995-12-15,J.T.'s co-worker teaches him the true meaning of Christmas. Frank causes a feud with the neighbors.
Step by Step,6,5,12,What's Wrong with This Picture?,1996-01-05,Dana poses nude for an abstract painting but she's in for a big surprise. Frank becomes obsessed with catching a rat in the attic.
Step by Step,6,5,13,Beautiful Ladies of Wrestling,1996-01-12,Frank and J.T. are sure they can defeat two female professional wrestlers. Mark wants to go to an advanced school.
Step by Step,6,5,14,Torn Between Two Mothers,1996-01-26,Frank's mother visits and cause problems with Carol.
Step by Step,6,5,15,Snow Bunnies,1996-02-02,Al spies on her boyfriend when Frank forbids her from going on a ski weekend with him.
Step by Step,6,5,16,Secret Admirer,1996-02-09,"Cody tries to make Dana feel less lonely on Valentine's Day by sending her anonymous love letters. Carol is put in jail, and it's Frank's fault."
Step by Step,6,5,17,Forever Young,1996-02-16,"Frank and Carol try to be youthful and hip like the parents in Lilly's play group, with painful results."
Step by Step,6,5,18,Guess Who's Coming to Dinner?,1996-02-23,Dana's new boyfriend offends Frank and Carol. J.T. pretends to be Lilly's father to get a date.
Step by Step,6,5,19,Do the Right Thing,1996-03-08,Frank is suspicious when J.T. gets a good test score in college. Carol reveals a secret about herself.
Step by Step,6,5,20,The Bodyguard Formerly Known as Prince,1996-03-15,"The girls meet three great guys, one of whom is a crown prince."
Step by Step,6,5,21,Major Pain,1996-04-26,"Dana, J.T. and Rich go to a career testing center and get some surprising results."
Step by Step,6,5,22,We're Going to Disney World (1),1996-05-03,The whole family visits Walt Disney World. J.T. and Rich argue over money. The girls enter a singing contest.
Step by Step,6,5,23,We're Going to Disney World (2),1996-05-10,"While the family is at Walt Disney World, Flash tries to visit every attraction. Karen gets overeager about a singing contest. J.T. and Rich attempt to resolve a disagreement."
Step by Step,6,5,24,Men at Work,1996-05-17,J.T. and Rich find out what it's like to be sexual objects. Frank converts the basement into a lounge.
Step by Step,6,6,1,Crazy Love,1997-03-07,"An attractive, older Frenchwoman proposes marriage to J.T. and he accepts. Frank finds Mark and his friends watching pornography."
Step by Step,6,6,2,Road Trip,1997-03-14,J.T. and Rich get locked up in a Mexican prison.
Step by Step,6,6,3,"Sex, Lies and Videotape",1997-03-21,"Frank and Carol are not happy when JT starts dating a 29 year-old French woman, but she has an ulterior motive. Mark and his mates hire a porn video but Frank springs them before they have a chance to watch it."
Step by Step,6,6,4,Just Say Maybe,1997-03-28,Al is tempted to use marijuana when she is at a concert. Carol's married friend flirts with Jean-Luc.
Step by Step,6,6,5,The 'L' Word,1997-04-04,Dana's loyalty to Rich is tested when an old friend comes on to her. Frank and Jean-Luc get more than they expected on a camping trip.
Step by Step,6,6,6,She's the One,1997-04-11,Karen gets prepared to appear in a music video. JT finds himself attracted to a tow-truck driver.
Step by Step,6,6,7,Independence Day,1997-04-18,JT moves out. Carol and the girls have a good time at a karaoke bar.
Step by Step,6,6,8,Reality Bites,1997-04-25,Frank is forced to evict Rich and JT after they act irresponsibly about the rent. Jean-Luc gives Lilly too much attention.
Step by Step,6,6,9,Locket Man,1997-05-02,"Franks goes through a mid-life crisis. Dana is not pleased with Rich's gift to her."
Step by Step,6,6,10,How the West Was Won,1997-05-09,Frank dreams that he is back in the Wild West.
Step by Step,6,6,11,Absolutely Fabio,1997-05-16,Rich and Dana help at Lilly's birthday party. Jean-Luc cuts Fabio's hair.
Step by Step,6,6,12,Loose Lips,1997-05-23,Karen gets dumped. Mark learns a lesson after bragging about a date to his friends.
Step by Step,6,6,13,The Big Date,1997-05-30,Al dates an overweight guy. Dana and Sam must decide whether to have sex with their respective boyfriends.
Step by Step,6,6,14,Future Shock,1997-06-06,A friend's wedding causes Dana and Rich to wonder what their marriage will be like.
Step by Step,6,6,15,Show Me the Money,1997-06-13,JT and Rich are put in charge of a promising college hockey player.
Step by Step,6,6,16,It Didn't Happen One Night,1997-06-20,"After Al refuses to go against her principles, her date begins spreading mean rumors about her. Carol and Dana try to distract Frank and Rich from television sports."
Step by Step,6,6,17,Macho Man,1997-06-27,"JT has a vision of his future with his current girlfriend, Sam and he begins to fear being married to her."
Step by Step,6,6,18,Ain't Misbehavin',1997-07-04,Jean-Luc borrows money from Frank and Carol and squanders it instead of repaying them. J.T. refuses to accept that Sam's new roommate is a man.
Step by Step,6,6,19,The Facts of Life,1997-07-11,Lilly recites the truth according to her parents on the birds and the bees.
Step by Step,6,6,20,Talking Trash,1997-07-18,Dana and Rich are teamed with other people for a community recycling contest and find themselves in competition with each other.
Step by Step,6,6,21,Walk Like a Man,1997-07-25,Carol embarrasses Mark. Rich tries to be independent from Dana.
Step by Step,6,6,22,Shear Madness,1997-08-01,Jean-Luc is too nervous to cut a celebrity's hair. Frank thinks he found the perfect guy for Al.
Step by Step,6,6,23,The Kissing Game,1997-08-08,"JT tries to help the kids when they seek to get some privacy with their dates. Jean-Luc tries to impress his date, with disastrous results."
Step by Step,6,6,24,Bonjour Jean-Luc,1997-08-15,Frank is anxious about Carol and Jean-Luc's plan to open a salon together.
Step by Step,6,7,1,Making the Grade,1997-09-19,Carol decides to go back to school.
Step by Step,6,7,2,A Star is Born,1997-09-26,Al reveals that she intends to quit school now that she has a part in a movie.
Step by Step,6,7,3,Your Cheatin' Heart,1997-10-03,Frank and Carol's romantic evening is plagued by unwanted interruptions. Dana suspects that Rich is being unfaithful.
Step by Step,6,7,4,Take This Job and ...,1997-10-10,Frank is given a boat in exchange for the payment of a debt. JT starts working for his girlfriend.
Step by Step,6,7,5,Poetic Justice,1997-10-17,Karen believes that she is failing because she refuses to go out with a teaching assistant.
Step by Step,6,7,6,Can't Buy Me Love,1997-10-24,Dana and Karen consider joining a sorority. A builder sets his sights on Carol.
Step by Step,6,7,7,Dream Lover,1997-10-31,JT and Sam break up on Halloween.
Step by Step,6,7,8,Girls Just Wanna Have Fun,1997-11-07,An unscrupulous cousin of Frank's comes to visit. Dana asks JT to teach her how to have fun when she fears that Rich is becoming bored with her.
Step by Step,6,7,9,"Goodbye, Mr. Chip",1997-12-05,"Carol believes that she is giving good advice, until she sees the end results."
Step by Step,6,7,10,Too Many Santas,1997-12-19,Lilly becomes disillusioned with Christmas after she recognizes the department Santa as JT.
Step by Step,6,7,11,Phoney Business,1998-01-09,Al does a suntan lotion commercial.
Step by Step,6,7,12,Goin' to the Chapel,1998-01-16,Rich and Dana decide to elope after Frank and Carol hastily come to the wrong conclusion about them.
Step by Step,6,7,13,Feet of Clay,1998-01-23,Carol and Frank try role-playing to liven up their love life. Dana and Rich join a pottery class.
Step by Step,6,7,14,Pain in the Class,1998-01-30,"Frank is hesitant about attending his high-school reunion."
Step by Step,6,7,15,The Half Monty,1998-02-27,Rich and JT decide to enter a contest for male-strippers in order to win money for a ski trip.
Step by Step,6,7,16,And Justice for Some,1998-06-05,J.T. and Frank argue over a truck. Karen and Al compete when a handsome policeman visits.
Step by Step,6,7,17,The Understudy,1998-06-12,Al gets into trouble when she refuses to learn her part in a local theatre production. Dana wants Lilly to be a genius.
Step by Step,6,7,18,We're in the Money,1998-06-19,"Frank's nephew, Cody, returns, with a gift that causes trouble for Frank and Carol."
Step by Step,6,7,19,Movin' on Up,1998-06-26,"Lilly is the only family member who is not excited about moving to a bigger house."
Baby Talk,7,1,1,Baby Love,1991-03-08,Mickey gets a look at his mom's beau Craig and Craig's infant daughter.
Baby Talk,7,1,2,Star is Newborn,1991-03-15,"An ad exec (Craig Bierko) with eyes for Maggie (Julia Duffy) offers $25,000 to star Mickey in baby-food commercials."
Baby Talk,7,1,3,Womb with a View,1991-03-22,Maggie plays midwife to a judge whose unborn child decides to make an early entrance.
Baby Talk,7,1,4,Trading Places,1991-03-29,Mickey flashes back to his opening night on the human stage when a nurse says she may have switched babies.
Baby Talk,7,1,5,Give a Sucker an Even Break,1991-04-05,"Worn out from nursing, Maggie tries to turn Mickey onto the bottle, but the little guy demands the real thing."
Baby Talk,7,1,6,Whiz Kid,1991-04-05,"Convinced that Mickey is a budding young whiz kid, Maggie whisks him off to a school for gifted babies. "
Baby Talk,7,1,7,One Night with Elliot,1991-04-12,Mickey might be accepted by a snobby school if Eliot can convince the snobs he's married to Maggie.
Baby Talk,7,1,8,The Fever,1991-04-16,Mickey thinks that Eliot's med-school roommate might be just what the doctor ordered for Maggie.
Baby Talk,7,1,9,The Big One,1991-04-23,Maggie (Julia Duffy) figures that a father is probably the best birthday present she can give Mickey on his Big One.
Baby Talk,7,1,10,Tooth and Nail,1991-04-30,"Sweet little Mickey turns bully, bopping other babies and swiping their toys."
Baby Talk,7,1,11,Once in Love with Cecil,1991-05-07,"Maggie's aunt feels down in the dumps, so Fogarty gives her a lift with a riotous night on the town."
Baby Talk,7,1,12,Out of Africa,1991-05-17,"Maggie's visiting sorority sister, who likes to love 'em and leave 'em, would like to wed Joe and lead him back to Africa."
Baby Talk,7,2,1,Starting Over,1991-09-20,Maggie and Mickey move into a new apartment and meet the new super who takes a liking to them.
Baby Talk,7,2,2,Your Loss is My Gain,1991-09-27,"Maggie sets up James with Susan, while she goes out with a builder (Doug Ballard) who's so tight he squeaks."
Baby Talk,7,2,3,Security,1991-10-04,"Alarmed by a burglary in Anita's apartment, Maggie is ready to latch onto anything for security. "
Baby Talk,7,2,4,Maggie's Personals' Birthday,1991-10-18,"Maggie tries dating through the personals, thanks to the ad her mother placed as Maggie's birthday gift"
Baby Talk,7,2,5,Maggie's Left Foot,1991-10-25,Maggie dates a doctor old enough to be her father---and wonders whether the difference in age really makes a difference.
Baby Talk,7,2,6,I've Got a Secret,1991-11-01,"Tony tells a secret to James, who tells Maggie, who blabs it to Anita, who passes it to Tony---who gets back at James."
Baby Talk,7,2,7,Dr. Duck's Jamboree,1991-11-08,"James' feathers get ruffled when Maggie's beau, TV's Dr. Duck (Joseph Malone), takes wing with his song. "
Baby Talk,7,2,8,Teach Your Children,1991-11-15,Maggie fears James doesn't cut it as model for Mickey.
Baby Talk,7,2,9,Cold Turkey,1991-11-22,Maggie and Doris face off over preparing Thanksgiving dinner.
Baby Talk,7,2,10,Jingle Fever,1991-11-29,Jingle writer James meets a jingle singer who wants to make beautiful music with him.
Baby Talk,7,2,11,Away in a Manger,1991-12-13,"Haunted by the ghost of Christmas presents, James goes to work as a Santa to buy a gift for Maggie."
Baby Talk,7,2,12,The Man Who Would Be Grandpa,1992-01-03,James and Maggie pretend to be lovers for the benefit of Mickey's paternal grandfather.
Baby Talk,7,2,13,Now I Know How Lassie Feels,1992-01-17,"During a frenetic evening at Maggie's, Mickey sees someone steal James' wallet---but doesn't know how to ID the thief."
Baby Talk,7,2,14,Requiem for a Lightweight,1992-01-24,James wants a rematch with the boxer who clobbered him---even if it KOs his relationship with Maggie.
Baby Talk,7,2,15,Broadway Baby,1992-01-31,"James is disappointed when Maggie casts him as the footman, not Prince Charming, in 'Cinderella.'"
Baby Talk,7,2,16,Prince and the Pooper,1992-02-07,Mickey and a well-to-do lookalike trade places to see how the other half lives.
Baby Talk,7,2,17,The Committment,1992-02-14,"Doris entertains her therapist beau and his colleagues, but a feuding Maggie and James get all the attention."
Baby Talk,7,2,18,Warren Piece,1992-02-21,Warren is like a Siamese twin to Maggie and James---and Maggie thinks it's time for surgery; Doris fights a ticket for littering.
Baby Talk,7,2,19,The Littlest Shoplifter,1992-02-28,"Thanks to Mickey, Maggie is arrested for shoplifting on the same day she's to meet James' parents."
Baby Talk,7,2,20,"He Ain't Heavy Metal, He's My Super",1992-03-13,Maggie doesn't take it lightly when James puts everything on hold to write a song for a heavy-metal band.
Baby Talk,7,2,21,Pop Goes the Question,1992-03-27,Mickey's first word is Daddy---as in Pop---and it suggests 'pop the question' to both James and Maggie.
Baby Talk,7,2,22,Wedding Bell Blahs,1992-04-24,"Tired of all the pressures of preparing for the wedding, Maggie and James decide to drive to Maryland to elope. When they arrive at the chapel, Maggie begins to get cold feet and backs out of eloping. Later, she realizes that she needs a wedding with all her friends and family and heads back home."
Baby Talk,7,2,23,Scenes from a Marriage,1992-05-08,Wedding bells are about to toll---if wedding jitters don't take their toll first.
Dinosaurs,8,1,1,The Mighty Megalosaurus,1991-04-26,Earl tells Baby the story of how he came into the world... a story in which he asks for a raise from Mr. Richfield and has to choose between buying Fran a new cookware set or buying himself a 90-inch television set.
Dinosaurs,8,1,2,The Mating Dance,1991-05-03,"Fran grows sick of her marital life, but Earl has no idea what the real problem is. So she leaves for a while in order for Earl to better himself, which he does by taking a class on the so-called 'Mating Dance.'"
Dinosaurs,8,1,3,Hurling Day,1991-05-10,"It is a dinosaur custom that when they turn 72, they are to be hurled off a cliff into a tar pit. Ethyl's time is coming near, and Earl (as the ceremonial son-in-law) is looking forward to tossing her... until Robbie realizes Ethyl still has a lot to live for."
Dinosaurs,8,1,4,High Noon,1991-05-17,"At the market, a t-rex named Gary hits on Fran, then-- according to dinosaur law-- shows up outside the house one day to challenge Earl to a fight to the death. The prize: Fran."
Dinosaurs,8,1,5,The Howling,1991-05-24,"The Howling is a sacred dinosaur tradition in which, to avert prophesied disaster, male dinosaurs of age climb a cliff and howl at the moon. But when Robbie refuses to participate, it looks like he has, in fact, brought about the apocalypse!"
Dinosaurs,8,2,1,The Golden Child,1991-09-18,"A massive sugar high has Baby bouncing off the walls, which is how he gets a mysterious bump that morphs into a majestic golden horn. It turns out that the horn is the sign of the prophesied leader of the dinosaurs, so Baby becomes the king... which is perfectly fine with Earl."
Dinosaurs,8,2,2,Family Challenge,1991-09-25,"Fran thinks that the family spends far too much time in front of the TV. So when a freak accident destroys it, she sees it as a blessing-- but Earl is looking for another way out. So he enters the family in a game show in which the prize is a deluxe television set."
Dinosaurs,8,2,3,I Never Ate for My Father,1991-10-02,"Earl insists Robbie isn't acting carnivorous enough, so the teen stages a protest by becoming-- gasp!-- a vegetarian."
Dinosaurs,8,2,4,Charlene's Tale,1991-10-09,"Charlene notices that the other females are getting their tails before her. So while Fran tries to teach her that a beautiful body doesn't make a beautiful mind, Charlene thinks of quick fixes and the males in the house tease."
Dinosaurs,8,2,5,Endangered Species,1991-10-16,"It's Fran and Earl's twentieth anniversary. To make it very special, Earl buys a delicacy for dinner: a species called grapdelites, who, thanks to his fellow snackers, are virtually extinct. While Earl desperately tries to keep everybody's prying paws off of his, Robbie fights to save their species."
Dinosaurs,8,2,6,Employee of the Month,1991-10-23,"To drive up employee morale (or possibly to keep from getting sued), Mr. Richfield decides to create an idiot example of perfection and call him the 'Employee of the Month.' And who should make the grade but Earl?"
Dinosaurs,8,2,7,When Food Goes Bad,1991-10-30,"Fran and Earl go out to dinner, leaving Robbie and Charlene alone to watch Baby. However, that's the perfect opportunity for a group of oppressed food items to revolt by kidnapping the youths!"
Dinosaurs,8,2,8,Career Opportunities,1991-11-06,Robbie goes to see the Job Wizard who dictates what careers everybody has for the rest of their lives. He hopes to be picked to be a rock legend but his dream falls flat when it's announced he's going to be a tree pusher like his father.
Dinosaurs,8,2,9,Unmarried... with Children,1991-11-13,"After meeting new neighbor Monica, Fran learns that dinosaurs have to renew their marriage licenses after a certain amount of time... and then realizes that her marriage to Earl is technically invalid. Which is fine, until she realizes Earl doesn't know her at all."
Dinosaurs,8,2,10,How to Pick Up Girls,1991-11-20,"Robbie realizes he has no idea how to talk to girls. Desperate, he asks for help from Spike, a troublemaker who does very well with the ladies. Unfortunately, Spike's advice causes more harm for Robbie than good."
Dinosaurs,8,2,11,Switched at Birth,1991-11-27,"After Fran realizes she switched nests in Lamaze Class with Glenda Molehill, she starts to think that Baby isn't their baby. Her fears don't seem well-founded, though... until she meets the Molehill baby, Aubrey, who looks like Baby with Earl's green skin! After an unbearable baby swap, the two families ask for help from the wise Solomon the Great."
Dinosaurs,8,2,12,Refrigerator Day,1991-12-11,"Refrigerator Day is a day to celebrate dinosaurs' crowning achievement: the fridge. However, Earl's plans to give great presents does not sit well with the fact that he's not getting a Fridge Day bonus this year. So when authorities come to take back their presents (and fridge), the entire family loses the holiday spirit."
Dinosaurs,8,2,13,What 'Sexual' Harris Meant,1991-12-18,"Monica gets a job pushing down trees for Wesayso but is fired after refusing the advances of new coworker Al 'Sexual' Harris, popular for his double entendres. Determined not to let the males in the workforce hold her down, she takes the matter to court but doesn't get much help in her case."
Dinosaurs,8,2,14,Fran Live,1992-01-08,"Fran watches a TV show, Just Listening, where the host takes calls from troubled dinosaurs but doesn't offer to help them. When she suggests to the host he advise his callers about their problems, he refuses and Fran becomes the new host of the show, Just Advising, much to Earl's dismay."
Dinosaurs,8,2,15,Power Erupts,1992-01-15,"Robbie designs a science project that if executed in real life, could naturally power dinosaurs' houses and lower their heating bills. This proves to be bad business for Wesayso and B.P. Richfield is out to ruin Robbie's image and credibility to the public."
Dinosaurs,8,2,16,The Clip Show,1992-01-22,A paleontologist speculates on the amazing survival instincts of dinosaurs.
Dinosaurs,8,2,17,A New Leaf,1992-02-05,"An important lesson is learned by all when Robbie brings home a mysterious happy plant which makes everyone feel all groovy-like. As things spiral out of control, Fran finally has to put her foot down."
Dinosaurs,8,2,18,The Last Temptation of Ethyl,1992-02-12,"When Ethyl unexpectedly dies, she goes to the afterlife and finds out how beautiful it is. Before she can be reunited with her husband, it's revealed she's only unconscious and will wake up. Anxious to soon return to the afterlife, Ethyl goes on TV and tells the viewers how wonderful it is. But the afterlife has its own message for Ethyl."
Dinosaurs,8,2,19,Nuts to War (1),1992-02-26,"A news bulletin announces a nationwide shortage of pistachio nuts, which is blamed on the four legged dinosaurs. War breaks out between the two-leggers and four-leggers and Robbie and Spike are drafted into the battle. Earl supports the fight at first but questions how truthful the government is being with them after a news reporter mistakenly reveals all is not going as well as planned."
Dinosaurs,8,2,20,Nuts to War (2),1992-02-26,Earl and Roy impersonate USO girls and go with Charlene to the front to find out what's happened to Robbie. Earl returns home without his son and he and Fran are moved to panic and grief when the news reports one of the soldiers was killed in battle.
Dinosaurs,8,2,21,And the Winner Is...,1992-03-27,"The Chief Elder dies after naming the Baby, and B.P Richfield runs for new Chief Elder. His picks Earl for his opponent to beat; Earl is fine with running against Richfield and losing, until his conscience convinces him it's in everybody's best interest not to let Richfield become ruler over the public. But is he cut out to win the election?"
Dinosaurs,8,2,22,Slave to Fashion,1992-03-30,"Charlene thinks having an expensive coat will make it easier for her to fit in with the popular girls. But once she acquires the talking coat, it does help her to become popular, at the price of alienating herself from her friends and turning against her family."
Dinosaurs,8,2,23,Leader of the Pack,1992-04-24,"Robbie is fed up with being beaten up by a wild pack. So he enlists the help of his friend, Spike, to help him. Spike introduces Robbie to the other members of his gang, the Scavengers; but Robbie finds himself in more trouble when after a night of drinking with the Scavengers, it seems he's eaten their leader."
Dinosaurs,8,2,24,Wesayso Knows Best,1992-05-08,"Wesayso attempts to present a positive image of its company to the public with the perfect family, 'The Wesayso Family'. However, the company decides that it would be better if Roy becomes the head of the Sinclair household, and Earl moves out."
Dinosaurs,8,3,1,Nature Calls,1992-09-18,Earl decides it's time to potty train Baby so he can avoid changing anymore diapers. But the idea doesn't go over well with Baby and he runs away into the wilderness.
Dinosaurs,8,3,2,Baby Talk,1992-10-02,"When the dirty word 'smoo' is said for the first time on television and Baby repeats it constantly; getting Earl in trouble with his boss, Earl gets the parents together to protest the network to get the new shows with bad words taken off the air."
Dinosaurs,8,3,3,Network Genius,1992-10-16,Earl's new job involves picking hit shows for television; but the show he puts on the air make their viewers unbelievably stupid and he must find a way to make everybody smart again to save society.
Dinosaurs,8,3,4,The Discovery,1992-10-23,The search for a missing golf ball leads Earl into a new world that he proclaims as his own territory; but Robbie suspects that the land really belongs to the cavemen who inhabit it.
Dinosaurs,8,3,5,Little Boy Boo,1992-10-30,"After the Baby pulls a stunt that scares Robbie half to death, he decides to tell the Baby a true, terrifying story; he has been bitten by a bloodthirsty creature known as a wereman and will become one when the moon is full."
Dinosaurs,8,3,6,Germ Warfare,1992-11-06,"The Baby gets sick and Fran demands Earl take them to the doctor. Modern medicine only makes the Baby sicker; leaving Fran and Earl to ponder an alternative healer and Ethel knows the perfect dinosaur for the job, a guy in the woods."
Dinosaurs,8,3,7,Hungry for Love,1992-11-13,"Robbie falls in love with a new girl, Wendy, who to Earl's horror, happens to be Richfield's daughter. Richfield takes well to Robbie dating his daughter, but Robbie's friend Spike and his sister Charlene warn him that Wendy's involved in a dangerous secret involving her previous boyfriends."
Dinosaurs,8,3,8,License to Parent,1992-11-20,"When Earl loses his temper at the baby, he also loses his parenting license. When he flunks the test to get it back, the parenting police move in the house and monitor how Fran parents the kids by herself."
Dinosaurs,8,3,9,Charlene's Flat World,1992-12-04,"When told to come up with an original idea for school, Charlene hits upon the notion that the world is round. However her discovery lands her in jail, and on trial for heresy; which begs the question how free dinosaurs are to think and say what they believe."
Dinosaurs,8,3,10,Wilderness Weekend,1992-12-18,"Earl and his friends drag Robbie and the Baby off for a wilderness journey (camping trip) while Fran and her girlfriends stay at home to visit; but the dinosaur gender roles become reversed when the females drink beer and discover what it's like to be a guy, and the men get in touch with their softer side as they cower from a giant monster in the woods."
